/Users/polina/Documents/Programm-lab/dataset3/3318.jpg,3318.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/288.jpg,288.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/8036.jpg,8036.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/3030.jpg,3030.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/9700.jpg,9700.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/9438.jpg,9438.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/7558.jpg,7558.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/3403.jpg,3403.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/2228.jpg,2228.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/554.jpg,554.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/4589.jpg,4589.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/3291.jpg,3291.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/8630.jpg,8630.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/7207.jpg,7207.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/9461.jpg,9461.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/7661.jpg,7661.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/1292.jpg,1292.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/6095.jpg,6095.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/631.jpg,631.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/6986.jpg,6986.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/1375.jpg,1375.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/4836.jpg,4836.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/1076.jpg,1076.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/4778.jpg,4778.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/5268.jpg,5268.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/9081.jpg,9081.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/9511.jpg,9511.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/745.jpg,745.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/5840.jpg,5840.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/9208.jpg,9208.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/1763.jpg,1763.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/1534.jpg,1534.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/3.jpg,3.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/2417.jpg,2417.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/3137.jpg,3137.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/7793.jpg,7793.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/1624.jpg,1624.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/3007.jpg,3007.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/1556.jpg,1556.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/664.jpg,664.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/1711.jpg,1711.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/6266.jpg,6266.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/4209.jpg,4209.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/1253.jpg,1253.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/2227.jpg,2227.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/9060.jpg,9060.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/8331.jpg,8331.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/6073.jpg,6073.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/5932.jpg,5932.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/1857.jpg,1857.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/4948.jpg,4948.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/2995.jpg,2995.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/2516.jpg,2516.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/9766.jpg,9766.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/9179.jpg,9179.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/4584.jpg,4584.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/8606.jpg,8606.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/1654.jpg,1654.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/5185.jpg,5185.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/7970.jpg,7970.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/7773.jpg,7773.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/1721.jpg,1721.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/8317.jpg,8317.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/2304.jpg,2304.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/7891.jpg,7891.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/3835.jpg,3835.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/6668.jpg,6668.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/4162.jpg,4162.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/1351.jpg,1351.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/2217.jpg,2217.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/3496.jpg,3496.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/9524.jpg,9524.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/3702.jpg,3702.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/8396.jpg,8396.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/4904.jpg,4904.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/4521.jpg,4521.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/2113.jpg,2113.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/7195.jpg,7195.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/7460.jpg,7460.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/3650.jpg,3650.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/1680.jpg,1680.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/9636.jpg,9636.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/5793.jpg,5793.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/6794.jpg,6794.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/7584.jpg,7584.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/7543.jpg,7543.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/8976.jpg,8976.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/6354.jpg,6354.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/4715.jpg,4715.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/7787.jpg,7787.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/385.jpg,385.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/51.jpg,51.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/9735.jpg,9735.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/2405.jpg,2405.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/9604.jpg,9604.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/1326.jpg,1326.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/8636.jpg,8636.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/2939.jpg,2939.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/8519.jpg,8519.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/3612.jpg,3612.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/2598.jpg,2598.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/4634.jpg,4634.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/1517.jpg,1517.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/1007.jpg,1007.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/1520.jpg,1520.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/907.jpg,907.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/8799.jpg,8799.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/4629.jpg,4629.jpg,cats
/Users/polina/Documents/Programm-lab/dataset3/5571.jpg,5571.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/857.jpg,857.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/6652.jpg,6652.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/7938.jpg,7938.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset3/4326.jpg,4326.jpg,dogs
